,SEASON,PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,GP,MIN,HEIGHT,POSITION,HEIGHT_CM,POSITION_SIMPLE,Lv1,Lv2,Lv1_and_Lv2
5877,2009-10,DaJuan Summers,201969,DET,44,9.2,6-8,Forward,203.2,F,True,False,False
5878,2009-10,Daequan Cook,201161,MIA,45,15.4,,,,,True,False,False
5879,2009-10,Dahntay Jones,2563,IND,76,24.9,6-6,Guard-Forward,198.1,G,True,True,True
5880,2009-10,Damien Wilkins,2863,MIN,80,19.8,6-6,Guard-Forward,198.1,G,True,False,False
5881,2009-10,Dan Gadzuric,2429,MIL,32,9.8,6-11,Center,210.8,C,False,False,False
5882,2009-10,Daniel Gibson,200789,CLE,56,19.1,6-2,Guard,188.0,G,True,False,False
5883,2009-10,Danilo Gallinari,201568,NYK,81,33.9,,,,,True,True,True
5884,2009-10,Danny Granger,101122,IND,62,36.7,6-9,Forward-Guard,205.7,G,True,True,True
5885,2009-10,Danny Green,201980,CLE,20,5.7,6-6,Guard,198.1,G,False,False,False
5886,2009-10,Dante Cunningham,201967,POR,63,11.2,6-8,Forward,203.2,F,True,False,False
5887,2009-10,Darius Songaila,2443,NOH,75,18.8,6-9,Forward,205.7,F,True,False,False
5888,2009-10,Darko Milicic,2545,MIN,32,21.4,7-0,Center,213.4,C,False,True,False
5889,2009-10,Darnell Jackson,201616,MIL,28,4.4,,,,,False,False,False
5890,2009-10,Darrell Arthur,201589,MEM,32,14.3,,,,,False,False,False
5891,2009-10,Darren Collison,201954,NOH,76,27.8,6-0,Guard,182.9,G,True,True,True
5892,2009-10,David Andersen,2431,HOU,63,14.1,,,,,True,False,False
5893,2009-10,David Lee,101135,NYK,81,37.3,6-9,Forward-Center,205.7,F,True,True,True
5894,2009-10,David West,2561,NOH,81,36.4,6-9,Forward,205.7,F,True,True,True
5895,2009-10,DeAndre Jordan,201599,LAC,70,16.2,,,,,True,False,False
5896,2009-10,DeJuan Blair,201971,SAS,82,18.2,6-7,Center-Forward,200.7,F,True,False,False
5897,2009-10,DeMar DeRozan,201942,TOR,77,21.6,6-6,Guard-Forward,198.1,G,True,True,True
5898,2009-10,DeMarre Carroll,201960,MEM,71,11.2,6-6,Forward,198.1,F,True,False,False
5899,2009-10,DeSagana Diop,2205,CHA,27,9.7,7-0,Center,213.4,C,False,False,False
5900,2009-10,DeShawn Stevenson,2052,DAL,64,13.8,6-5,Forward-Guard,195.6,G,True,False,False
5901,2009-10,Delonte West,2753,CLE,60,25.0,6-3,Guard,190.5,G,True,True,True
5902,2009-10,Derek Fisher,965,LAL,82,27.2,6-1,Guard,185.4,G,True,True,True
5903,2009-10,Deron Williams,101114,UTA,76,36.9,6-3,Guard,190.5,G,True,True,True
5904,2009-10,Derrick Brown,201974,CHA,57,9.4,6-8,Forward,203.2,F,True,False,False
5905,2009-10,Derrick Rose,201565,CHI,78,36.8,,,,,True,True,True
5906,2009-10,Desmond Mason,2046,SAC,5,13.1,6-5,Guard,195.6,G,False,False,False
5907,2009-10,Devean George,1904,GSW,45,16.9,6-8,Forward,203.2,F,True,False,False
5908,2009-10,Devin Brown,2484,CHI,50,21.2,6-5,Guard,195.6,G,True,True,True
5909,2009-10,Devin Harris,2734,NJN,64,34.7,6-3,Guard,190.5,G,True,True,True
5910,2009-10,Dirk Nowitzki,1717,DAL,81,37.5,7-0,Forward,213.4,F,True,True,True
5911,2009-10,Dominic McGuire,201187,SAC,51,6.0,,,,,True,False,False
5912,2009-10,Donte Greene,201590,SAC,76,21.4,,,,,True,True,True
5913,2009-10,Dorell Wright,2748,MIA,72,20.8,6-9,Forward-Guard,205.7,G,True,True,True
5914,2009-10,Drew Gooden,2400,LAC,70,25.1,6-10,Forward,208.3,F,True,True,True
5915,2009-10,Dwayne Jones,101204,PHX,2,3.5,6-11,Forward-Center,210.8,F,False,False,False
5916,2009-10,Dwight Howard,2730,ORL,82,34.7,6-10,Center-Forward,208.3,F,True,True,True
5917,2009-10,Dwyane Wade,2548,MIA,77,36.3,6-4,Guard,193.0,G,True,True,True
5918,2009-10,Earl Barron,2853,NYK,7,33.1,7-0,Forward-Center,213.4,F,False,True,False
5919,2009-10,Earl Boykins,1863,WAS,67,16.7,5-5,Guard,165.1,G,True,False,False
5920,2009-10,Earl Clark,201947,PHX,51,7.5,6-10,Forward,208.3,F,True,False,False
5921,2009-10,Earl Watson,2248,IND,79,29.4,6-1,Guard,185.4,G,True,True,True
5922,2009-10,Eddie House,2067,NYK,68,17.9,6-1,Guard,185.4,G,True,False,False
5923,2009-10,Eddy Curry,2201,NYK,7,8.9,7-0,Center,213.4,C,False,False,False
5924,2009-10,Eduardo Najera,2059,DAL,46,14.9,6-8,Forward,203.2,F,True,False,False
5925,2009-10,Elton Brand,1882,PHI,76,30.2,6-9,Forward,205.7,F,True,True,True
5926,2009-10,Emeka Okafor,2731,NOH,82,28.9,6-10,Center,208.3,C,True,True,True
5927,2009-10,Eric Gordon,201569,LAC,62,36.0,,,,,True,True,True
5928,2009-10,Eric Maynor,201953,OKC,81,15.7,6-3,Guard,190.5,G,True,False,False
5929,2009-10,Erick Dampier,956,DAL,55,23.3,6-11,Center,210.8,C,True,True,True
5930,2009-10,Ersan Ilyasova,101141,MIL,81,23.4,6-9,Forward,205.7,F,True,True,True
5931,2009-10,Etan Thomas,2041,OKC,23,13.9,6-10,Center,208.3,C,False,False,False
5932,2009-10,Fabricio Oberto,101177,WAS,57,11.4,6-10,Center,208.3,C,True,False,False
5933,2009-10,Flip Murray,2436,CHI,75,22.3,6-3,Guard,190.5,G,True,True,True
5934,2009-10,Francisco Elson,1922,PHI,12,5.5,7-0,Center-Forward,213.4,F,False,False,False
5935,2009-10,Francisco Garcia,101128,SAC,25,23.0,6-7,Guard-Forward,200.7,G,False,True,False
5936,2009-10,Garrett Temple,202066,SAS,27,12.4,6-5,Guard-Forward,195.6,G,False,False,False
5937,2009-10,George Hill,201588,SAS,78,29.2,,,,,True,True,True
5938,2009-10,Gerald Henderson,201945,CHA,43,8.3,6-5,Guard,195.6,G,True,False,False
5939,2009-10,Gerald Wallace,2222,CHA,76,41.0,6-7,Forward,200.7,F,True,True,True
5940,2009-10,Gilbert Arenas,2240,WAS,32,36.5,6-4,Guard,193.0,G,False,True,False
5941,2009-10,Glen Davis,201175,BOS,54,17.3,,,,,True,False,False
5942,2009-10,Goran Dragic,201609,PHX,80,18.0,,,,,True,False,False
5943,2009-10,Grant Hill,255,PHX,81,30.0,6-8,Forward,203.2,F,True,True,True
5944,2009-10,Greg Oden,201141,POR,21,23.9,,,,,False,True,False
5945,2009-10,Hakim Warrick,101124,CHI,76,20.5,6-9,Forward,205.7,F,True,True,True
5946,2009-10,Hamed Haddadi,201632,MEM,36,6.7,,,,,False,False,False
5947,2009-10,Hasheem Thabeet,201934,MEM,68,13.0,7-3,Center,221.0,C,True,False,False
5948,2009-10,Hedo Turkoglu,2045,TOR,74,30.7,6-10,Forward,208.3,F,True,True,True
5949,2009-10,Henry Walker,201611,NYK,35,22.0,,,,,False,True,False
5950,2009-10,Hilton Armstrong,200756,HOU,33,10.2,6-11,Forward-Center,210.8,F,False,False,False
5951,2009-10,Ian Mahinmi,101133,SAS,26,6.3,,,,,False,False,False
5952,2009-10,Ime Udoka,2137,SAC,69,13.7,6-5,Guard-Forward,195.6,G,True,False,False
5953,2009-10,J.J. Barea,200826,DAL,78,19.8,5-10,Guard,177.8,G,True,False,False
5954,2009-10,J.R. Giddens,201592,NYK,32,7.5,,,,,False,False,False
5955,2009-10,JJ Hickson,201581,CLE,81,20.9,,,,,True,True,True
5956,2009-10,JJ Redick,200755,ORL,82,22.1,6-3,Guard,190.5,G,True,True,True
5957,2009-10,JR Smith,2747,DEN,75,27.8,6-6,Guard,198.1,G,True,True,True
5958,2009-10,JaVale McGee,201580,WAS,60,16.1,,,,,True,False,False
5959,2009-10,Jamaal Magloire,2048,MIA,36,10.0,6-11,Center,210.8,C,False,False,False
5960,2009-10,Jamaal Tinsley,2224,MEM,38,15.5,6-3,Guard,190.5,G,False,False,False
5961,2009-10,Jamal Crawford,2037,ATL,79,31.1,6-5,Guard,195.6,G,True,True,True
5962,2009-10,Jamario Moon,200081,CLE,61,17.2,,,,,True,False,False
5963,2009-10,Jameer Nelson,2749,ORL,65,28.6,6-0,Guard,182.9,G,True,True,True
5964,2009-10,James Harden,201935,OKC,76,22.9,6-5,Guard,195.6,G,True,True,True
5965,2009-10,James Johnson,201949,CHI,65,11.6,6-7,Forward,200.7,F,True,False,False
5966,2009-10,James Jones,2592,MIA,36,14.0,6-8,Guard-Forward,203.2,G,False,False,False
5967,2009-10,James Posey,1899,NOH,77,22.5,6-8,Forward,203.2,F,True,True,True
5968,2009-10,James Singleton,101189,WAS,57,17.2,6-8,Forward,203.2,F,True,False,False
5969,2009-10,JamesOn Curry,201191,LAC,1,0.1,6-3,Guard,190.5,G,False,False,False
5970,2009-10,Jannero Pargo,2457,CHI,63,13.2,6-1,Guard,185.4,G,True,False,False
5971,2009-10,Jared Dudley,201162,PHX,82,24.3,,,,,True,True,True
5972,2009-10,Jared Jeffries,2407,HOU,70,25.6,6-11,Forward,210.8,F,True,True,True
5973,2009-10,Jarrett Jack,101127,TOR,82,27.4,6-3,Guard,190.5,G,True,True,True
5974,2009-10,Jarron Collins,2260,PHX,34,7.7,6-11,Center,210.8,C,False,False,False
5975,2009-10,Jarvis Hayes,2553,NJN,45,22.9,6-8,Forward,203.2,F,True,True,True
5976,2009-10,Jason Collins,2215,ATL,24,4.8,7-0,Center,213.4,C,False,False,False
5977,2009-10,Jason Hart,2078,NOH,5,4.4,6-3,Guard,190.5,G,False,False,False
5978,2009-10,Jason Kapono,2574,PHI,57,17.1,6-8,Forward,203.2,F,True,False,False
5979,2009-10,Jason Kidd,467,DAL,80,36.0,6-4,Guard,193.0,G,True,True,True
5980,2009-10,Jason Maxiell,101131,DET,76,20.4,6-7,Forward,200.7,F,True,True,True
5981,2009-10,Jason Richardson,2202,PHX,79,31.5,6-6,Guard,198.1,G,True,True,True
5982,2009-10,Jason Smith,201160,PHI,56,11.8,,,,,True,False,False
5983,2009-10,Jason Terry,1891,DAL,77,33.0,6-2,Guard,188.0,G,True,True,True
5984,2009-10,Jason Thompson,201574,SAC,75,31.4,,,,,True,True,True
5985,2009-10,Jason Williams,1715,ORL,82,20.8,6-1,Guard,185.4,G,True,True,True
5986,2009-10,Jawad Williams,101214,CLE,54,13.7,,,,,True,False,False
5987,2009-10,Jeff Ayres,201965,POR,39,10.4,6-9,Forward-Center,205.7,F,False,False,False
5988,2009-10,Jeff Foster,1902,IND,16,15.9,6-11,Forward-Center,210.8,F,False,False,False
5989,2009-10,Jeff Green,201145,OKC,82,37.1,,,,,True,True,True
5990,2009-10,Jeff Teague,201952,ATL,71,10.1,6-3,Guard,190.5,G,True,False,False
5991,2009-10,Jermaine O'Neal,979,MIA,70,28.4,6-11,Center-Forward,210.8,F,True,True,True
5992,2009-10,Jermaine Taylor,201966,HOU,31,9.8,6-4,Guard,193.0,G,False,False,False
5993,2009-10,Jerry Stackhouse,711,MIL,42,20.4,6-6,Forward,198.1,F,True,True,True
5994,2009-10,Jerryd Bayless,201573,POR,74,17.6,,,,,True,False,False
5995,2009-10,Joakim Noah,201149,CHI,64,30.1,,,,,True,True,True
5996,2009-10,Jodie Meeks,201975,PHI,60,12.0,6-4,Guard,193.0,G,True,False,False
5997,2009-10,Joe Alexander,201570,CHI,8,3.6,,,,,False,False,False
5998,2009-10,Joe Johnson,2207,ATL,76,38.0,6-7,Guard-Forward,200.7,G,True,True,True
5999,2009-10,Joe Smith,693,ATL,64,9.2,6-10,Forward-Center,208.3,F,True,False,False
6000,2009-10,Joel Anthony,201202,MIA,80,16.5,,,,,True,False,False
6001,2009-10,Joel Przybilla,2038,POR,30,22.7,7-1,Center,215.9,C,False,True,False
6002,2009-10,Joey Dorsey,201595,SAC,15,7.1,,,,,False,False,False
6003,2009-10,Joey Graham,101121,DEN,63,12.0,6-7,Forward,200.7,F,True,False,False
6004,2009-10,Johan Petro,101130,DEN,36,12.1,7-0,Center,213.4,C,False,False,False
6005,2009-10,John Salmons,2422,MIL,81,34.9,6-6,Forward,198.1,F,True,True,True
6006,2009-10,Jon Brockman,201972,SAC,52,12.6,6-7,Forward,200.7,F,True,False,False
6007,2009-10,Jonas Jerebko,201973,DET,80,27.9,6-10,Forward,208.3,F,True,True,True
6008,2009-10,Jonathan Bender,1886,NYK,25,11.7,7-0,Forward,213.4,F,False,False,False
6009,2009-10,Jonny Flynn,201938,MIN,81,28.9,6-0,Guard,182.9,G,True,True,True
6010,2009-10,Jordan Farmar,200770,LAL,82,18.0,6-2,Guard,188.0,G,True,False,False
6011,2009-10,Jordan Hill,201941,HOU,47,13.3,6-10,Forward-Center,208.3,F,True,False,False
6012,2009-10,Jose Calderon,101181,TOR,68,26.7,6-3,Guard,190.5,G,True,True,True
6013,2009-10,Josh Boone,200767,NJN,63,16.6,6-10,Forward-Center,208.3,F,True,False,False
6014,2009-10,Josh Howard,2572,WAS,35,26.2,6-7,Forward-Guard,200.7,G,False,True,False
6015,2009-10,Josh McRoberts,201177,IND,42,12.5,,,,,True,False,False
6016,2009-10,Josh Powell,2694,LAL,63,9.2,6-9,Forward,205.7,F,True,False,False
6017,2009-10,Josh Smith,2746,ATL,81,35.4,6-9,Forward,205.7,F,True,True,True
6018,2009-10,Jrue Holiday,201950,PHI,73,24.2,6-4,Guard,193.0,G,True,True,True
6019,2009-10,Julian Wright,201153,NOH,68,12.8,,,,,True,False,False
6020,2009-10,Juwan Howard,436,POR,73,22.3,6-9,Forward,205.7,F,True,True,True
6021,2009-10,Kareem Rush,2416,LAC,7,8.3,6-6,Guard,198.1,G,False,False,False
6022,2009-10,Keith Bogans,2586,SAS,79,19.7,6-5,Guard-Forward,195.6,G,True,False,False
6023,2009-10,Kelenna Azubuike,101235,GSW,9,25.7,6-5,Guard,195.6,G,False,True,False
6024,2009-10,Kendrick Perkins,2570,BOS,78,27.6,6-10,Center,208.3,C,True,True,True
6025,2009-10,Kenny Thomas,1903,SAC,26,12.0,6-7,Center-Forward,200.7,F,False,False,False
6026,2009-10,Kenyon Martin,2030,DEN,58,34.2,6-9,Forward,205.7,F,True,True,True
6027,2009-10,Kevin Durant,201142,OKC,82,39.5,,,,,True,True,True
6028,2009-10,Kevin Garnett,708,BOS,69,29.9,6-11,Forward,210.8,F,True,True,True
6029,2009-10,Kevin Love,201567,MIN,60,28.6,,,,,True,True,True
6030,2009-10,Kevin Martin,2755,HOU,46,35.5,6-7,Guard,200.7,G,True,True,True
6031,2009-10,Kevin Ollie,1563,OKC,25,10.5,6-2,Guard,188.0,G,False,False,False
6032,2009-10,Keyon Dooling,2039,NJN,53,18.3,6-3,Guard,190.5,G,True,False,False
6033,2009-10,Kirk Hinrich,2550,CHI,74,33.5,6-4,Guard,193.0,G,True,True,True
6034,2009-10,Kobe Bryant,977,LAL,73,38.8,6-6,Forward-Guard,198.1,G,True,True,True
6035,2009-10,Kosta Koufos,201585,UTA,36,4.8,,,,,False,False,False
6036,2009-10,Kris Humphries,2743,NJN,69,17.7,6-9,Forward,205.7,F,True,False,False
6037,2009-10,Kurt Thomas,703,MIL,70,15.0,6-9,Forward,205.7,F,True,False,False
6038,2009-10,Kwame Brown,2198,DET,48,13.7,6-11,Center,210.8,C,True,False,False
6039,2009-10,Kyle Korver,2594,UTA,52,18.3,6-7,Guard-Forward,200.7,G,True,False,False
6040,2009-10,Kyle Lowry,200768,HOU,68,24.3,6-0,Guard,182.9,G,True,True,True
6041,2009-10,Kyle Weaver,201602,OKC,12,12.0,,,,,False,False,False
6042,2009-10,Kyrylo Fesenko,201178,UTA,49,8.3,,,,,True,False,False
6043,2009-10,LaMarcus Aldridge,200746,POR,78,37.5,6-11,Center-Forward,210.8,F,True,True,True
6044,2009-10,Lamar Odom,1885,LAL,82,31.5,6-10,Forward,208.3,F,True,True,True
6045,2009-10,Larry Hughes,1716,CHA,45,24.8,,,,,True,True,True
6046,2009-10,LeBron James,2544,CLE,76,39.0,6-9,Forward,205.7,F,True,True,True
6047,2009-10,Leandro Barbosa,2571,PHX,44,17.9,6-3,Guard,190.5,G,True,False,False
6048,2009-10,Leon Powe,200796,CLE,20,11.8,6-8,Forward,203.2,F,False,False,False
6049,2009-10,Lester Hudson,201991,MEM,25,5.3,6-3,Guard,190.5,G,False,False,False
6050,2009-10,Lindsey Hunter,283,CHI,13,9.4,6-2,Guard,188.0,G,False,False,False
6051,2009-10,Lou Amundson,200811,PHX,79,14.8,6-9,Forward,205.7,F,True,False,False
6052,2009-10,Lou Williams,101150,PHI,64,29.9,6-2,Guard,188.0,G,True,True,True
6053,2009-10,Luc Mbah a Moute,201601,MIL,73,25.6,,,,,True,True,True
6054,2009-10,Luis Scola,2449,HOU,82,32.6,,,,,True,True,True
6055,2009-10,Luke Ridnour,2557,MIL,82,21.4,6-2,Guard,188.0,G,True,True,True
6056,2009-10,Luke Walton,2575,LAL,29,9.4,6-8,Forward,203.2,F,False,False,False
6057,2009-10,Luol Deng,2736,CHI,70,37.9,6-9,Forward,205.7,F,True,True,True
6058,2009-10,Luther Head,101129,IND,47,17.3,6-3,Guard,190.5,G,True,False,False
6059,2009-10,Malik Allen,2124,DEN,51,8.9,6-10,Forward,208.3,F,True,False,False
6060,2009-10,Malik Hairston,201612,SAS,47,6.7,,,,,True,False,False
6061,2009-10,Manu Ginobili,1938,SAS,75,28.7,6-6,Guard,198.1,G,True,True,True
6062,2009-10,Marc Gasol,201188,MEM,69,35.8,,,,,True,True,True
6063,2009-10,Marcin Gortat,101162,ORL,81,13.4,,,,,True,False,False
6064,2009-10,Marco Belinelli,201158,TOR,66,17.0,,,,,True,False,False
6065,2009-10,Marcus Banks,2556,TOR,22,11.1,6-2,Guard,188.0,G,False,False,False
6066,2009-10,Marcus Camby,948,POR,74,31.3,6-11,Center-Forward,210.8,F,True,True,True
6067,2009-10,Marcus Haislip,2409,SAS,10,4.4,6-10,Forward,208.3,F,False,False,False
6068,2009-10,Marcus Landry,202068,BOS,18,6.1,6-7,Forward,200.7,F,False,False,False
6069,2009-10,Marcus Thornton,201977,NOH,73,25.6,6-4,Guard-Forward,193.0,G,True,True,True
6070,2009-10,Marcus Williams,200766,MEM,62,14.1,6-3,Guard,190.5,G,True,False,False
6071,2009-10,Mardy Collins,200776,LAC,43,10.9,6-6,Guard,198.1,G,True,False,False
6072,2009-10,Mario Chalmers,201596,MIA,73,24.8,,,,,True,True,True
6073,2009-10,Mario West,201238,ATL,39,3.6,,,,,False,False,False
6074,2009-10,Marquis Daniels,2605,BOS,51,18.4,6-6,Forward,198.1,F,True,False,False
6075,2009-10,Marreese Speights,201578,PHI,62,16.4,,,,,True,False,False
6076,2009-10,Martell Webster,101110,POR,82,24.5,6-7,Forward-Guard,200.7,G,True,True,True
6077,2009-10,Marvin Williams,101107,ATL,81,30.5,6-8,Forward,203.2,F,True,True,True
6078,2009-10,Matt Barnes,2440,ORL,81,25.9,6-7,Forward,200.7,F,True,True,True
6079,2009-10,Matt Bonner,2588,SAS,65,17.9,6-10,Center-Forward,208.3,F,True,False,False
6080,2009-10,Matt Carroll,2679,DAL,25,4.8,6-6,Guard,198.1,G,False,False,False
6081,2009-10,Maurice Evans,2230,ATL,79,16.7,6-5,Guard-Forward,195.6,G,True,False,False
6082,2009-10,Mehmet Okur,2246,UTA,73,29.4,6-11,Center,210.8,C,True,True,True
6083,2009-10,Metta World Peace,1897,LAL,77,33.8,6-7,Forward,200.7,F,True,True,True
6084,2009-10,Michael Beasley,201563,MIA,78,29.8,,,,,True,True,True
6085,2009-10,Michael Finley,714,BOS,46,15.4,6-7,Guard-Forward,200.7,G,True,False,False
6086,2009-10,Michael Redd,2072,MIL,18,27.3,6-6,Guard,198.1,G,False,True,False
6087,2009-10,Mickael Pietrus,2554,ORL,75,22.5,6-6,Forward,198.1,F,True,True,True
6088,2009-10,Mike Bibby,1710,ATL,80,27.4,,,,,True,True,True
6089,2009-10,Mike Conley,201144,MEM,80,32.1,,,,,True,True,True
6090,2009-10,Mike Dunleavy,2399,IND,67,22.2,6-9,Guard-Forward,205.7,G,True,True,True
6091,2009-10,Mike Harris,200839,HOU,13,7.4,,,,,False,False,False
6092,2009-10,Mike James,2229,WAS,4,11.4,6-2,Guard,188.0,G,False,False,False
6093,2009-10,Mike Miller,2034,WAS,54,33.4,6-8,Guard-Forward,203.2,G,True,True,True
6094,2009-10,Mike Wilks,2366,OKC,4,14.8,5-10,Guard,177.8,G,False,False,False
6095,2009-10,Mikki Moore,1630,GSW,23,17.6,,,,,False,False,False
6096,2009-10,Mo Williams,2590,CLE,69,34.2,6-1,Guard,185.4,G,True,True,True
6097,2009-10,Monta Ellis,101145,GSW,64,41.4,6-3,Guard,190.5,G,True,True,True
6098,2009-10,Morris Peterson,2050,NOH,46,21.1,6-7,Guard,200.7,G,True,True,True
6099,2009-10,Nate Robinson,101126,BOS,56,19.9,5-9,Guard,175.3,G,True,False,False
6100,2009-10,Nathan Jawai,201605,MIN,39,10.6,,,,,False,False,False
6101,2009-10,Nazr Mohammed,1737,CHA,58,17.0,,,,,True,False,False
6102,2009-10,Nenad Krstic,2420,OKC,76,22.9,7-0,Center,213.4,C,True,True,True
6103,2009-10,Nene,2403,DEN,82,33.6,6-11,Center-Forward,210.8,F,True,True,True
6104,2009-10,Nick Collison,2555,OKC,75,20.8,6-10,Forward-Center,208.3,F,True,True,True
6105,2009-10,Nick Young,201156,WAS,74,19.2,,,,,True,False,False
6106,2009-10,Nicolas Batum,201587,POR,37,24.8,,,,,False,True,False
6107,2009-10,O.J. Mayo,201564,MEM,82,38.0,,,,,True,True,True
6108,2009-10,Oleksiy Pecherov,200762,MIN,44,10.2,,,,,True,False,False
6109,2009-10,Oliver Lafayette,201802,BOS,1,21.5,6-2,Guard,188.0,G,False,True,False
6110,2009-10,Omri Casspi,201956,SAC,77,25.1,6-9,Forward,205.7,F,True,True,True
6111,2009-10,Othello Hunter,201629,ATL,7,4.7,,,,,False,False,False
6112,2009-10,Othyus Jeffers,201785,UTA,14,5.2,6-5,Guard-Forward,195.6,G,False,False,False
6113,2009-10,Patrick O'Bryant,200753,TOR,11,4.6,7-0,Center,213.4,C,False,False,False
6114,2009-10,Patty Mills,201988,POR,10,3.8,6-2,Guard,188.0,G,False,False,False
6115,2009-10,Pau Gasol,2200,LAL,65,37.0,7-0,Center-Forward,213.4,F,True,True,True
6116,2009-10,Paul Davis,200781,WAS,2,4.0,6-11,Center,210.8,C,False,False,False
6117,2009-10,Paul Millsap,200794,UTA,82,27.8,6-7,Forward,200.7,F,True,True,True
6118,2009-10,Paul Pierce,1718,BOS,71,34.0,,,,,True,True,True
6119,2009-10,Peja Stojakovic,978,NOH,62,31.4,,,,,True,True,True
6120,2009-10,Pops Mensah-Bonsu,200822,TOR,20,6.0,6-9,Forward,205.7,F,False,False,False
6121,2009-10,Primoz Brezec,2056,MIL,21,4.5,7-1,Center,215.9,C,False,False,False
6122,2009-10,Quentin Richardson,2047,MIA,76,27.4,6-6,Forward,198.1,F,True,True,True
6123,2009-10,Quinton Ross,2624,WAS,52,10.8,6-6,Forward-Guard,198.1,G,True,False,False
6124,2009-10,Rafer Alston,1747,MIA,52,27.3,6-2,Guard,188.0,G,True,True,True
6125,2009-10,Raja Bell,1952,GSW,6,30.1,6-5,Guard,195.6,G,False,True,False
6126,2009-10,Rajon Rondo,200765,BOS,81,36.6,6-1,Guard,185.4,G,True,True,True
6127,2009-10,Ramon Sessions,201196,MIN,82,21.1,,,,,True,True,True
6128,2009-10,Randolph Morris,201043,ATL,28,4.4,6-11,Center,210.8,C,False,False,False
6129,2009-10,Randy Foye,200751,WAS,70,23.8,6-4,Guard,193.0,G,True,True,True
6130,2009-10,Rashard Lewis,1740,ORL,72,32.9,,,,,True,True,True
6131,2009-10,Rasheed Wallace,739,BOS,79,22.5,6-11,Forward-Center,210.8,F,True,True,True
6132,2009-10,Rasho Nesterovic,1725,TOR,42,9.8,7-0,Center,213.4,C,True,False,False
6133,2009-10,Rasual Butler,2446,LAC,82,33.0,6-7,Forward,200.7,F,True,True,True
6134,2009-10,Ray Allen,951,BOS,80,35.2,6-5,Guard,195.6,G,True,True,True
6135,2009-10,Raymond Felton,101109,CHA,80,33.0,6-1,Guard,185.4,G,True,True,True
6136,2009-10,Reggie Evans,2501,TOR,28,11.1,6-8,Center-Forward,203.2,F,False,False,False
6137,2009-10,Reggie Williams,202130,GSW,24,32.6,6-6,Forward,198.1,F,False,True,False
6138,2009-10,Renaldo Balkman,200764,DEN,13,7.0,6-8,Forward,203.2,F,False,False,False
6139,2009-10,Richard Hamilton,1888,DET,46,33.7,6-7,Guard,200.7,G,True,True,True
6140,2009-10,Richard Jefferson,2210,SAS,81,31.1,6-7,Forward,200.7,F,True,True,True
6141,2009-10,Ricky Davis,1729,LAC,36,13.9,6-7,Guard,200.7,G,False,False,False
6142,2009-10,Robin Lopez,201577,PHX,51,19.3,,,,,True,False,False
6143,2009-10,Rodney Carney,200760,PHI,68,12.6,6-7,Forward,200.7,F,True,False,False
6144,2009-10,Rodney Stuckey,201155,DET,73,34.2,,,,,True,True,True
6145,2009-10,Rodrigue Beaubois,201958,DAL,56,12.5,6-2,Guard,188.0,G,True,False,False
6146,2009-10,Roger Mason Jr.,2427,SAS,79,19.2,6-5,Guard,195.6,G,True,False,False
6147,2009-10,Roko Ukic,101146,MIL,13,7.5,,,,,False,False,False
6148,2009-10,Ronnie Brewer,200758,MEM,58,30.0,6-7,Forward,200.7,F,True,True,True
6149,2009-10,Ronnie Price,101179,UTA,60,13.4,6-2,Guard,188.0,G,True,False,False
6150,2009-10,Ronny Turiaf,101142,GSW,42,20.8,6-10,Center,208.3,C,True,True,True
6151,2009-10,Roy Hibbert,201579,IND,81,25.1,,,,,True,True,True
6152,2009-10,Royal Ivey,2767,MIL,44,7.4,6-4,Guard,193.0,G,True,False,False
6153,2009-10,Rudy Fernandez,201164,POR,62,23.2,,,,,True,True,True
6154,2009-10,Rudy Gay,200752,MEM,80,39.7,6-8,Forward-Guard,203.2,G,True,True,True
6155,2009-10,Russell Westbrook,201566,OKC,82,34.3,,,,,True,True,True
6156,2009-10,Ryan Anderson,201583,ORL,63,14.5,,,,,True,False,False
6157,2009-10,Ryan Bowen,1763,OKC,1,7.9,6-9,Forward,205.7,F,False,False,False
6158,2009-10,Ryan Gomes,101155,MIN,76,29.1,6-7,Forward,200.7,F,True,True,True
6159,2009-10,Ryan Hollins,200797,MIN,73,16.8,7-0,Center,213.4,C,True,False,False
6160,2009-10,Sam Young,201970,MEM,80,16.5,6-6,Forward-Guard,198.1,G,True,False,False
6161,2009-10,Samuel Dalembert,2223,PHI,82,25.9,6-11,Center,210.8,C,True,True,True
6162,2009-10,Sasha Pavlovic,2562,MIN,71,12.3,6-7,Guard-Forward,200.7,G,True,False,False
6163,2009-10,Sasha Vujacic,2756,LAL,67,8.6,6-7,Guard,200.7,G,True,False,False
6164,2009-10,Sean Marks,1752,NOH,14,5.3,6-10,Forward-Center,208.3,F,False,False,False
6165,2009-10,Sean May,101118,SAC,37,9.0,6-9,Center-Forward,205.7,F,False,False,False
