,SEASON,PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,GP,MIN
504,1997-98,Buck Williams,433,NYK,41,18.0
505,1997-98,Calbert Cheaney,384,WAS,82,34.6
506,1997-98,Carl Herrera,61,SAS,58,8.9
507,1997-98,Carl Thomas,1063,CLE,43,9.8
508,1997-98,Carlos Rogers,435,POR,21,17.9
509,1997-98,Cedric Ceballos,76,DAL,47,21.1
510,1997-98,Cedric Henderson,1538,CLE,82,30.8
511,1997-98,Charles Barkley,787,HOU,68,33.0
512,1997-98,Charles Jones,279,HOU,24,5.2
513,1997-98,Charles O'Bannon,1525,DET,30,7.8
514,1997-98,Charles Oakley,891,NYK,79,34.6
515,1997-98,Charles Smith,1520,LAC,34,8.6
516,1997-98,Charlie Ward,369,NYK,82,28.3
517,1997-98,Chauncey Billups,1497,TOR,80,27.7
518,1997-98,Cherokee Parks,685,MIN,79,21.5
519,1997-98,Chris Anstey,1512,DAL,41,16.6
520,1997-98,Chris Carr,713,MIN,51,22.9
521,1997-98,Chris Childs,164,NYK,68,23.6
522,1997-98,Chris Crawford,1544,ATL,40,6.4
523,1997-98,Chris Dudley,201,NYK,51,16.8
524,1997-98,Chris Garner,1612,TOR,38,7.6
525,1997-98,Chris Gatling,423,NJN,57,23.8
526,1997-98,Chris Mills,168,NYK,80,27.3
527,1997-98,Chris Morris,356,UTA,54,10.0
528,1997-98,Chris Mullin,904,IND,82,26.6
529,1997-98,Chris Robinson,997,SAC,35,11.9
530,1997-98,Chris Webber,185,WAS,71,39.6
531,1997-98,Chris Whitney,43,WAS,82,13.1
532,1997-98,Christian Laettner,363,ATL,74,30.9
533,1997-98,Chuck Person,456,SAS,61,23.8
534,1997-98,Chucky Brown,359,ATL,77,15.7
535,1997-98,Clar. Weatherspoon,221,GSW,79,29.4
536,1997-98,Clifford Robinson,361,PHX,80,29.5
537,1997-98,Clifford Rozier,32,MIN,6,4.9
538,1997-98,Clyde Drexler,17,HOU,70,35.3
539,1997-98,Corey Beck,1133,CHH,59,12.5
540,1997-98,Corie Blount,916,LAL,70,14.7
541,1997-98,Corliss Williamson,722,SAC,79,35.6
542,1997-98,Cory Alexander,724,DEN,60,21.6
543,1997-98,Dale Davis,905,IND,78,27.8
544,1997-98,Dale Ellis,107,SEA,79,24.6
545,1997-98,Damon Stoudamire,757,POR,71,40.0
546,1997-98,Dan Majerle,105,MIA,72,26.8
547,1997-98,Dan Schayes,7,ORL,74,17.2
548,1997-98,Dana Barros,344,BOS,80,21.1
549,1997-98,Danny Ferry,198,CLE,69,15.0
550,1997-98,Danny Fortson,1504,DEN,80,22.7
551,1997-98,Danny Manning,330,PHX,70,25.7
552,1997-98,Darrell Armstrong,353,ORL,48,25.7
553,1997-98,Darrick Martin,239,LAC,82,28.0
554,1997-98,Darvin Ham,1032,WAS,71,8.9
555,1997-98,David Benoit,128,ORL,77,14.6
556,1997-98,David Robinson,764,SAS,73,33.7
557,1997-98,David Vaughn,710,NJN,40,12.2
558,1997-98,David Wesley,133,CHH,81,35.1
559,1997-98,David Wingate,766,SEA,58,9.4
560,1997-98,DeJuan Wheat,1545,MIN,34,4.3
561,1997-98,Dean Garrett,1051,DEN,82,32.1
562,1997-98,Dee Brown,244,TOR,72,23.9
563,1997-98,Dell Curry,209,CHH,52,18.7
564,1997-98,Dennis Rodman,23,CHI,80,35.7
565,1997-98,Dennis Scott,192,PHX,81,28.2
566,1997-98,Derek Anderson,1507,CLE,66,27.8
567,1997-98,Derek Fisher,965,LAL,82,21.5
568,1997-98,Derek Grimm,1575,SAC,9,3.7
569,1997-98,Derek Harper,157,ORL,66,26.7
570,1997-98,Derek Strong,400,ORL,58,28.3
571,1997-98,Derrick Coleman,934,PHI,59,36.2
572,1997-98,Derrick McKey,365,IND,57,23.1
573,1997-98,Detlef Schrempf,96,SEA,78,35.2
574,1997-98,Dickey Simpkins,54,CHI,40,10.8
575,1997-98,Dikembe Mutombo,87,ATL,82,35.5
576,1997-98,Don MacLean,931,NJN,9,4.8
577,1997-98,Don Reid,690,DET,68,14.6
578,1997-98,Donald Royal,140,CHH,31,10.4
579,1997-98,Donald Whiteside,1126,ATL,3,5.0
580,1997-98,Dontae' Jones,963,BOS,15,6.1
581,1997-98,Dontonio Wingfield,112,POR,3,2.7
582,1997-98,Donyell Marshall,923,GSW,73,35.8
583,1997-98,Doug Christie,57,TOR,78,37.7
584,1997-98,Doug Overton,77,PHI,23,12.0
585,1997-98,Doug West,28,MIN,38,18.1
586,1997-98,Drew Barry,1003,ATL,27,9.5
587,1997-98,Duane Causwell,190,MIA,37,9.8
588,1997-98,Duane Ferrell,273,GSW,50,9.1
589,1997-98,Ed Gray,1516,ATL,30,15.7
590,1997-98,Ed Stokes,1055,TOR,4,4.4
591,1997-98,Eddie Johnson,698,HOU,75,19.9
592,1997-98,Eddie Jones,224,LAL,80,36.4
593,1997-98,Elden Campbell,922,LAL,81,22.0
594,1997-98,Eldridge Recasner,695,ATL,59,24.6
595,1997-98,Elliot Perry,386,MIL,81,21.6
596,1997-98,Emanual Davis,1023,HOU,45,13.3
597,1997-98,Eric Montross,376,DET,48,14.4
598,1997-98,Eric Murdock,785,MIA,82,17.0
599,1997-98,Eric Piatkowski,15,LAC,67,26.0
600,1997-98,Eric Riley,35,DAL,39,13.9
601,1997-98,Eric Snow,727,PHI,64,14.4
602,1997-98,Eric Washington,1540,DEN,66,23.3
603,1997-98,Eric Williams,677,DEN,4,36.2
604,1997-98,Erick Dampier,956,GSW,82,32.4
605,1997-98,Erick Strickland,1065,DAL,67,22.4
606,1997-98,Ervin Johnson,911,MIL,81,27.9
607,1997-98,Etdrick Bohannon,1564,IND,5,2.1
608,1997-98,Felton Spencer,280,GSW,68,11.9
609,1997-98,Fred Hoiberg,697,IND,65,13.5
610,1997-98,Gary Grant,202,POR,22,16.4
611,1997-98,Gary Payton,56,SEA,82,38.4
612,1997-98,Gary Trent,718,TOR,54,25.1
613,1997-98,George Lynch,248,VAN,82,18.2
614,1997-98,George McCloud,45,PHX,63,19.3
615,1997-98,George Zidek,678,SEA,12,5.3
616,1997-98,Gerald Madkins,1666,GSW,19,12.8
617,1997-98,Gerald Wilkins,786,ORL,72,17.4
618,1997-98,Glen Rice,779,CHH,82,40.2
619,1997-98,Glenn Robinson,299,MIL,56,40.9
620,1997-98,God Shammgod,1539,WAS,20,7.3
621,1997-98,Grant Hill,255,DET,81,40.7
622,1997-98,Grant Long,3,DET,40,18.5
623,1997-98,Greg Anderson,246,ATL,50,7.9
624,1997-98,Greg Anthony,21,SEA,80,12.8
625,1997-98,Greg Foster,323,UTA,78,18.5
626,1997-98,Greg Graham,37,CLE,6,9.4
627,1997-98,Greg Minor,65,BOS,69,16.3
628,1997-98,Greg Ostertag,731,UTA,63,20.4
629,1997-98,Hakeem Olajuwon,165,HOU,47,34.7
630,1997-98,Harold Ellis,1677,DEN,27,12.7
631,1997-98,Harvey Grant,265,WAS,65,13.7
632,1997-98,Henry James,1080,CLE,28,6.0
633,1997-98,Herb Williams,1006,NYK,27,6.5
634,1997-98,Hersey Hawkins,765,SEA,82,31.7
635,1997-98,Horace Grant,270,ORL,76,36.9
636,1997-98,Horacio Llamas,1024,PHX,8,5.2
637,1997-98,Hot Rod Williams,73,PHX,71,18.8
638,1997-98,Howard Eisley,458,UTA,82,21.0
639,1997-98,Hubert Davis,93,DAL,81,29.4
640,1997-98,Ike Austin,1134,LAC,78,29.2
641,1997-98,Isaiah Rider,375,POR,74,37.7
642,1997-98,Ivano Newbill,1096,VAN,28,8.9
643,1997-98,J.R. Reid,462,CHH,79,14.1
644,1997-98,Jack Haley,917,NJN,16,3.2
645,1997-98,Jacque Vaughn,1521,UTA,45,9.3
646,1997-98,Jalen Rose,147,IND,82,20.8
647,1997-98,Jamal Mashburn,469,MIA,48,36.0
648,1997-98,James Collins,1530,LAC,23,4.4
649,1997-98,James Cotton,1526,SEA,9,3.8
650,1997-98,James Robinson,381,LAC,70,17.6
651,1997-98,Jamie Feick,994,MIL,45,10.0
652,1997-98,Jaren Jackson,1114,SAS,82,27.1
653,1997-98,Jason Caffey,679,GSW,80,17.8
654,1997-98,Jason Kidd,467,PHX,82,38.0
655,1997-98,Jason Lawson,1535,ORL,17,4.6
656,1997-98,Jayson Williams,420,NJN,65,36.1
657,1997-98,Jeff Grayer,81,GSW,5,6.8
658,1997-98,Jeff Hornacek,204,UTA,80,30.8
659,1997-98,Jeff Nordgaard,999,MIL,13,3.7
660,1997-98,Jerald Honeycutt,1532,MIL,38,13.9
661,1997-98,Jermaine O'Neal,979,POR,60,13.5
662,1997-98,Jerome Kersey,760,SEA,37,19.4
663,1997-98,Jerome Williams,966,DET,77,16.9
664,1997-98,Jerry Stackhouse,711,DET,79,32.2
665,1997-98,Jim Jackson,754,GSW,79,38.6
666,1997-98,Jim McIlvaine,29,SEA,78,15.5
667,1997-98,Jimmy Oliver,1429,WAS,1,10.1
668,1997-98,Joe Dumars,247,DET,72,32.3
669,1997-98,Joe Kleine,170,CHI,46,8.6
670,1997-98,Joe Smith,693,PHI,79,29.7
671,1997-98,Joe Stephens,1086,HOU,7,5.2
672,1997-98,Joe Wolf,341,DEN,57,10.9
673,1997-98,John Crotty,180,POR,26,14.5
674,1997-98,John Starks,317,NYK,82,26.7
675,1997-98,John Stockton,304,UTA,64,29.0
676,1997-98,John Thomas,1519,TOR,54,9.9
677,1997-98,John Wallace,961,TOR,82,28.8
678,1997-98,Johnny Newman,271,DEN,74,29.5
679,1997-98,Johnny Taylor,1511,ORL,12,8.9
680,1997-98,Jon Barry,468,LAL,49,7.6
681,1997-98,Jud Buechler,146,CHI,74,8.2
682,1997-98,Juwan Howard,436,WAS,64,39.9
683,1997-98,Karl Malone,252,UTA,81,37.4
684,1997-98,Kebu Stewart,1529,PHI,15,7.5
685,1997-98,Keith Askins,173,MIA,46,14.8
686,1997-98,Keith Booth,1522,CHI,6,2.8
687,1997-98,Keith Closs,1569,LAC,58,12.8
688,1997-98,Keith Van Horn,1496,NJN,62,37.6
689,1997-98,Kelvin Cato,1509,POR,74,13.6
690,1997-98,Kendall Gill,383,NJN,81,33.8
691,1997-98,Kenny Anderson,72,BOS,61,30.5
692,1997-98,Kerry Kittles,954,NJN,77,36.5
693,1997-98,Kevin Edwards,236,ORL,39,12.4
694,1997-98,Kevin Garnett,708,MIN,82,39.3
695,1997-98,Kevin Johnson,134,PHX,50,25.8
696,1997-98,Kevin Ollie,1563,ORL,35,12.2
697,1997-98,Kevin Salvadori,1089,SAC,16,5.5
698,1997-98,Kevin Willis,788,HOU,81,31.2
699,1997-98,Khalid Reeves,234,DAL,82,23.8
700,1997-98,Kiwane Garris,1619,DEN,28,8.0
701,1997-98,Kobe Bryant,977,LAL,79,26.1
702,1997-98,Kurt Thomas,703,DAL,5,14.7
703,1997-98,LaPhonso Ellis,111,DEN,76,33.9
704,1997-98,Lamond Murray,441,LAC,79,32.6
705,1997-98,Larry Johnson,913,NYK,70,34.5
706,1997-98,Larry Robinson,1683,VAN,6,6.7
707,1997-98,Latrell Sprewell,84,GSW,14,39.1
708,1997-98,Lawrence Funderburke,1444,SAC,52,21.1
709,1997-98,Lawrence Moten,734,WAS,8,3.3
710,1997-98,Ledell Eackles,289,WAS,42,13.0
711,1997-98,Lee Mayberry,195,VAN,79,23.2
712,1997-98,Lindsey Hunter,283,DET,71,35.3
713,1997-98,Litterial Green,1036,MIL,21,5.8
714,1997-98,Lloyd Daniels,1380,TOR,6,13.7
715,1997-98,Lorenzen Wright,953,LAC,69,29.9
716,1997-98,Lorenzo Williams,31,WAS,14,8.1
717,1997-98,Loy Vaught,919,LAC,10,26.4
718,1997-98,Luc Longley,26,CHI,58,29.4
719,1997-98,Lucious Harris,446,NJN,50,13.4
720,1997-98,Mahmoud Abdul-Rauf,51,SAC,31,17.1
721,1997-98,Malik Rose,990,SAS,53,8.1
722,1997-98,Malik Sealy,907,DET,77,21.3
723,1997-98,Marcus Camby,948,TOR,63,31.7
724,1997-98,Mario Bennett,712,LAL,45,7.9
725,1997-98,Mario Elie,53,HOU,73,27.2
726,1997-98,Mark Bryant,95,PHX,70,15.9
727,1997-98,Mark Davis,707,PHI,71,12.8
728,1997-98,Mark Hendrickson,971,SAC,48,15.3
729,1997-98,Mark Jackson,349,IND,82,29.4
730,1997-98,Mark Pope,998,IND,28,6.8
731,1997-98,Mark Price,899,ORL,63,22.7
732,1997-98,Mark Strickland,1110,MIA,51,16.6
733,1997-98,Mark West,770,IND,15,7.0
734,1997-98,Marko Milic,1527,PHX,33,4.9
735,1997-98,Martin Muursepp,982,DAL,41,14.7
736,1997-98,Marty Conlon,55,MIA,18,11.6
737,1997-98,Matt Bullard,672,HOU,67,17.8
738,1997-98,Matt Geiger,761,CHH,78,23.6
739,1997-98,Matt Maloney,1074,HOU,78,28.4
740,1997-98,Maurice Taylor,1508,LAC,71,21.3
741,1997-98,Michael Cage,262,NJN,79,15.2
742,1997-98,Michael Curry,688,MIL,82,24.1
743,1997-98,Michael Finley,714,DAL,82,41.4
744,1997-98,Michael Jordan,893,CHI,82,38.8
745,1997-98,Michael McDonald,1075,CHH,1,4.3
746,1997-98,Michael Smith,63,VAN,48,21.9
747,1997-98,Michael Stewart,1565,SAC,81,21.7
748,1997-98,Micheal Williams,52,MIN,25,6.4
749,1997-98,Mitch Richmond,782,SAC,70,36.7
750,1997-98,Mitchell Butler,348,CLE,18,11.6
751,1997-98,Monty Williams,42,SAS,72,18.3
752,1997-98,Mookie Blaylock,302,ATL,70,38.5
753,1997-98,Muggsy Bogues,177,GSW,61,25.7
754,1997-98,Nate McMillan,203,SEA,18,15.3
755,1997-98,Nick Anderson,98,ORL,58,29.4
756,1997-98,Nick Van Exel,89,LAL,64,32.0
757,1997-98,Olden Polynice,178,SAC,70,20.8
758,1997-98,Oliver Miller,932,TOR,64,25.4
759,1997-98,Othella Harrington,970,HOU,58,15.6
760,1997-98,Otis Thorpe,901,SAC,74,29.7
761,1997-98,P.J. Brown,136,MIA,74,31.9
762,1997-98,Patrick Ewing,121,NYK,26,32.6
763,1997-98,Pervis Ellison,442,BOS,33,13.5
764,1997-98,Pete Chilcutt,432,VAN,82,17.4
765,1997-98,Pete Myers,939,NYK,9,4.3
766,1997-98,Pooh Richardson,71,LAC,69,18.2
767,1997-98,Popeye Jones,461,TOR,14,25.4
768,1997-98,Priest Lauderdale,968,DEN,39,8.9
769,1997-98,Randy Brown,753,CHI,71,16.2
770,1997-98,Randy Livingston,988,ATL,12,6.9
771,1997-98,Rasheed Wallace,739,POR,77,37.6
772,1997-98,Ray Allen,951,MIL,82,40.1
773,1997-98,Reggie Geary,1002,SAS,62,11.1
774,1997-98,Reggie Hanson,1682,BOS,8,3.0
775,1997-98,Reggie Jordan,674,MIN,57,8.5
776,1997-98,Reggie Miller,397,IND,81,34.5
777,1997-98,Reggie Slater,1073,TOR,78,21.3
778,1997-98,Rex Chapman,364,PHX,68,33.3
779,1997-98,Rex Walters,777,MIA,38,6.2
780,1997-98,Rick Brunson,1594,POR,38,16.3
781,1997-98,Rick Fox,296,LAL,82,33.0
782,1997-98,Rick Mahorn,328,DET,59,12.0
783,1997-98,Ricky Pierce,894,MIL,39,11.3
784,1997-98,Rik Smits,22,IND,73,28.5
785,1997-98,Robert Horry,109,LAL,72,30.5
786,1997-98,Robert Pack,123,DAL,12,24.4
787,1997-98,Rod Strickland,393,WAS,76,39.7
788,1997-98,Rodney Rogers,915,LAC,76,32.9
789,1997-98,Rodrick Rhodes,1518,HOU,58,18.5
790,1997-98,Ron Harper,166,CHI,82,27.9
791,1997-98,Ron Mercer,1500,BOS,80,33.2
792,1997-98,Rony Seikaly,938,NJN,56,29.3
793,1997-98,Roy Rogers,964,TOR,15,7.1
794,1997-98,Rusty LaRue,1601,CHI,14,9.9
795,1997-98,Sam Cassell,208,NJN,75,34.7
796,1997-98,Sam Mack,694,VAN,57,24.8
797,1997-98,Sam Mitchell,417,MIN,81,27.6
798,1997-98,Sam Perkins,64,SEA,81,20.7
799,1997-98,Samaki Walker,955,DAL,41,25.1
800,1997-98,Scot Pollard,1513,DET,33,9.6
801,1997-98,Scott Brooks,418,CLE,43,7.2
802,1997-98,Scott Burrell,197,CHI,80,13.7
803,1997-98,Scott Williams,281,PHI,58,13.8
804,1997-98,Scottie Pippen,937,CHI,44,37.6
805,1997-98,Sean Elliott,251,SAS,36,28.1
806,1997-98,Sean Higgins,925,POR,2,6.2
807,1997-98,Sean Rooks,399,LAL,41,10.4
808,1997-98,Shandon Anderson,1000,UTA,82,19.5
809,1997-98,Shaquille O'Neal,406,LAL,60,36.2
810,1997-98,Shareef Abdur-Rahim,949,VAN,82,35.9
811,1997-98,Sharone Wright,412,TOR,7,6.4
812,1997-98,Shawn Bradley,762,DAL,64,28.5
813,1997-98,Shawn Kemp,431,CLE,80,34.6
814,1997-98,Shawn Respert,704,DAL,57,15.9
815,1997-98,Shawnelle Scott,1035,CLE,41,4.6
816,1997-98,Shea Seals,1578,LAL,4,2.0
817,1997-98,Sherman Douglas,428,NJN,80,21.2
818,1997-98,Spud Webb,892,ORL,4,8.6
819,1997-98,Stacey Augmon,278,POR,71,20.4
820,1997-98,Stanley Roberts,914,MIN,74,18.0
821,1997-98,Stephen Howard,1128,SEA,13,4.0
822,1997-98,Stephon Marbury,950,MIN,82,38.0
823,1997-98,Steve Henson,1667,DET,23,2.5
824,1997-98,Steve Kerr,70,CHI,50,22.3
825,1997-98,Steve Nash,959,PHX,76,21.9
826,1997-98,Steven Smith,120,ATL,73,39.1
827,1997-98,Stojko Vrankovic,1037,LAC,65,15.3
828,1997-98,Tariq Abdul-Wahad,1505,SAC,59,16.3
829,1997-98,Terrell Brandon,210,MIL,50,35.7
830,1997-98,Terry Cummings,187,NYK,74,16.0
831,1997-98,Terry Davis,426,WAS,74,23.1
832,1997-98,Terry Dehere,143,SAC,77,18.3
833,1997-98,Terry Mills,371,MIA,50,15.6
834,1997-98,Terry Porter,345,MIN,82,21.8
835,1997-98,Theo Ratliff,689,PHI,82,29.9
836,1997-98,Tim Breaux,160,MIL,6,4.8
837,1997-98,Tim Duncan,1495,SAS,82,39.1
838,1997-98,Tim Hardaway,896,MIA,81,37.4
839,1997-98,Tim Kempton,1118,TOR,8,5.7
840,1997-98,Tim Legler,100,WAS,8,9.5
841,1997-98,Tim Thomas,1501,PHI,77,23.1
842,1997-98,Todd Day,103,MIA,5,14.0
843,1997-98,Todd Fuller,957,GSW,57,10.8
844,1997-98,Tom Chambers,1472,PHI,1,9.7
845,1997-98,Tom Gugliotta,339,MIN,41,38.5
846,1997-98,Tom Hammonds,67,MIN,57,20.0
847,1997-98,Toni Kukoc,389,CHI,74,30.2
848,1997-98,Tony Battie,1499,DEN,65,23.2
849,1997-98,Tony Delk,960,GSW,77,21.8
850,1997-98,Tony Dumas,434,CLE,7,6.5
851,1997-98,Tony Farmer,1108,CHH,27,6.2
852,1997-98,Tony Massenburg,763,VAN,61,14.7
853,1997-98,Tony Smith,380,MIL,7,11.3
854,1997-98,Tracy McGrady,1503,TOR,64,18.4
855,1997-98,Tracy Murray,145,WAS,82,27.2
856,1997-98,Travis Best,696,IND,82,18.8
857,1997-98,Travis Knight,969,BOS,74,20.3
858,1997-98,Travis Williams,1576,CHH,39,9.4
859,1997-98,Troy Hudson,1607,UTA,8,3.0
860,1997-98,Tyrone Corbin,895,ATL,79,34.1
861,1997-98,Tyrone Hill,238,MIL,57,36.2
862,1997-98,Tyus Edney,721,BOS,52,12.0
863,1997-98,Vernon Maxwell,137,CHH,42,15.1
864,1997-98,Vin Baker,452,SEA,82,35.9
865,1997-98,Vincent Askew,355,POR,30,14.9
866,1997-98,Vinny Del Negro,219,SAS,54,31.8
867,1997-98,Vitaly Potapenko,958,CLE,80,17.6
868,1997-98,Vlade Divac,124,CHH,64,28.2
869,1997-98,Voshon Lenard,702,MIA,81,32.3
870,1997-98,Walt Williams,1005,POR,59,24.9
871,1997-98,Walter McCarty,962,BOS,82,28.6
872,1997-98,Wesley Person,445,CLE,82,39.0
873,1997-98,Will Perdue,781,SAS,79,18.9
874,1997-98,William Cunningham,1061,PHI,7,5.6
875,1997-98,Willie Burton,416,SAS,13,3.2
876,1997-98,Xavier McDaniel,1365,NJN,20,8.9
877,1997-98,Yinka Dare,212,NJN,10,5.9
878,1997-98,Zan Tabak,440,BOS,57,17.2
879,1997-98,Zydrunas Ilgauskas,980,CLE,82,29.0
880,1998-99,A.C. Green,920,DAL,50,18.5
881,1998-99,Aaron McKie,243,PHI,50,19.2
882,1998-99,Aaron Williams,1425,SEA,40,11.5
883,1998-99,Adam Keefe,228,UTA,44,14.6
884,1998-99,Adonal Foyle,1502,GSW,44,13.9
885,1998-99,Adonis Jordan,1817,MIL,4,4.6
886,1998-99,Al Harrington,1733,IND,21,7.6
887,1998-99,Alan Henderson,673,ATL,38,30.0
888,1998-99,Allan Houston,275,NYK,50,36.3
889,1998-99,Allen Iverson,947,PHI,48,41.5
890,1998-99,Alonzo Mourning,297,MIA,46,38.2
891,1998-99,Alvin Sims,1591,PHX,4,6.3
892,1998-99,Alvin Williams,1541,TOR,50,21.0
893,1998-99,Andrae Patterson,1754,MIN,35,8.1
894,1998-99,Andrew DeClercq,692,CLE,47,23.4
895,1998-99,Andrew Gaze,1845,SAS,19,3.0
896,1998-99,Andrew Lang,457,CHI,21,18.4
897,1998-99,Anfernee Hardaway,358,ORL,50,38.9
898,1998-99,Antawn Jamison,1712,GSW,47,22.5
899,1998-99,Anthony Avent,138,UTA,5,8.9
900,1998-99,Anthony Johnson,1533,ATL,49,18.1
901,1998-99,Anthony Miller,292,HOU,29,8.5
902,1998-99,Anthony Parker,1515,PHI,2,1.4
903,1998-99,Anthony Peeler,324,MIN,28,28.9
904,1998-99,Antoine Carr,156,HOU,18,8.4
905,1998-99,Antoine Walker,952,BOS,42,36.9
906,1998-99,Antonio Daniels,1498,SAS,47,13.1
907,1998-99,Antonio Davis,213,IND,49,25.9
908,1998-99,Antonio Lang,226,CLE,10,6.5
909,1998-99,Antonio McDyess,686,DEN,50,38.7
910,1998-99,Armen Gilliam,288,MIL,34,19.7
911,1998-99,Arvydas Sabonis,717,POR,50,27.0
912,1998-99,Austin Croshere,1506,IND,27,9.3
913,1998-99,Avery Johnson,422,SAS,50,33.5
914,1998-99,B.J. Armstrong,769,ORL,32,11.1
915,1998-99,Ben Davis,989,NYK,8,2.5
916,1998-99,Ben Wallace,1112,WAS,46,26.7
917,1998-99,Benoit Benjamin,104,PHI,6,5.7
918,1998-99,Bill Curley,223,MIN,35,10.7
919,1998-99,Bill Wennington,82,CHI,38,11.8
920,1998-99,Billy Owens,182,SEA,21,21.5
921,1998-99,Bimbo Coles,902,GSW,48,26.5
922,1998-99,Bison Dele,183,DET,49,24.0
923,1998-99,Blue Edwards,898,MIA,24,11.9
924,1998-99,Bo Outlaw,448,ORL,31,27.4
925,1998-99,Bob Sura,682,CLE,50,16.8
926,1998-99,Bobby Jackson,1517,MIN,50,18.8
927,1998-99,Bobby Phills,184,CHH,43,36.6
928,1998-99,Bonzi Wells,1719,POR,7,5.1
929,1998-99,Brad Miller,1802,CHH,38,12.3
930,1998-99,Brandon Williams,1585,SAS,3,1.2
931,1998-99,Brent Barry,699,CHI,37,31.9
932,1998-99,Brent Price,85,HOU,40,20.3
933,1998-99,Brevin Knight,1510,CLE,39,30.5
934,1998-99,Brian Evans,967,MIN,16,8.9
935,1998-99,Brian Grant,258,POR,48,31.7
936,1998-99,Brian Shaw,216,POR,1,4.6
937,1998-99,Brian Skinner,1730,LAC,21,12.2
938,1998-99,Bruce Bowen,1477,BOS,30,16.6
939,1998-99,Bruno Sundov,1743,DAL,3,3.6
940,1998-99,Bryant Reeves,735,VAN,25,28.1
941,1998-99,Bryant Stith,179,DEN,46,26.0
942,1998-99,Bryce Drew,1724,HOU,34,13.0
943,1998-99,Bryon Russell,935,UTA,50,35.3
944,1998-99,Calbert Cheaney,384,WAS,50,25.3
945,1998-99,Carl Herrera,61,DEN,28,10.9
946,1998-99,Carlos Rogers,435,POR,2,4.1
947,1998-99,Casey Shaw,1745,PHI,9,1.5
948,1998-99,Cedric Ceballos,76,DAL,13,27.1
949,1998-99,Cedric Henderson,1538,CLE,50,30.4
950,1998-99,Charles Barkley,787,HOU,42,36.3
951,1998-99,Charles O'Bannon,1525,DET,18,9.1
952,1998-99,Charles Oakley,891,TOR,50,32.7
953,1998-99,Charles R. Jones,1869,CHI,29,16.4
954,1998-99,Charles Shackleford,1593,CHH,32,11.3
955,1998-99,Charles Smith,1520,LAC,23,13.7
956,1998-99,Charlie Ward,369,NYK,50,31.1
957,1998-99,Chauncey Billups,1497,DEN,45,33.1
958,1998-99,Cherokee Parks,685,VAN,48,23.3
959,1998-99,Chris Anstey,1512,DAL,41,11.5
960,1998-99,Chris Carr,713,NJN,39,11.4
961,1998-99,Chris Childs,164,NYK,48,27.0
962,1998-99,Chris Crawford,1544,ATL,42,18.6
963,1998-99,Chris Dudley,201,NYK,46,14.9
964,1998-99,Chris Gatling,423,MIL,48,16.2
965,1998-99,Chris King,12,UTA,8,5.1
966,1998-99,Chris Mills,168,GSW,47,29.7
967,1998-99,Chris Morris,356,PHX,44,12.2
968,1998-99,Chris Mullin,904,IND,50,23.5
969,1998-99,Chris Webber,185,SAC,42,41.0
970,1998-99,Chris Whitney,43,WAS,39,11.3
971,1998-99,Christian Laettner,363,DET,16,21.0
972,1998-99,Chuck Person,456,CHH,50,19.8
973,1998-99,Chucky Brown,359,CHH,48,24.9
974,1998-99,Clar. Weatherspoon,221,MIA,49,21.2
975,1998-99,Clifford Robinson,361,PHX,50,34.8
976,1998-99,Corey Beck,1133,CHH,24,7.5
977,1998-99,Corey Benjamin,1736,CHI,31,10.3
978,1998-99,Corie Blount,916,CLE,34,15.6
979,1998-99,Corliss Williamson,722,SAC,50,27.5
980,1998-99,Cory Alexander,724,DEN,36,21.5
981,1998-99,Cory Carr,1757,CHI,42,14.8
982,1998-99,Cuttino Mobley,1749,HOU,49,29.7
983,1998-99,Dale Davis,905,IND,50,27.5
984,1998-99,Dale Ellis,107,SEA,48,25.7
985,1998-99,Damon Jones,1800,BOS,24,14.3
986,1998-99,Damon Stoudamire,757,POR,50,33.5
987,1998-99,Dan Majerle,105,MIA,48,33.9
988,1998-99,Dan Schayes,7,ORL,19,7.6
989,1998-99,Dana Barros,344,BOS,50,23.1
990,1998-99,Danny Ferry,198,CLE,50,21.1
991,1998-99,Danny Fortson,1504,DEN,50,28.4
992,1998-99,Danny Manning,330,PHX,50,23.7
993,1998-99,Darrell Armstrong,353,ORL,50,30.1
994,1998-99,Darrick Martin,239,LAC,37,25.5
995,1998-99,David Robinson,764,SAS,49,31.7
996,1998-99,David Vaughn,710,NJN,11,9.5
997,1998-99,David Wesley,133,CHH,50,36.9
998,1998-99,David Wingate,766,NYK,20,4.5
999,1998-99,DeJuan Wheat,1545,VAN,46,12.8
1000,1998-99,Dean Garrett,1051,MIN,49,21.6
1001,1998-99,Dee Brown,244,TOR,49,28.2
1002,1998-99,Dell Curry,209,MIL,42,20.6
1003,1998-99,Dennis Rodman,23,LAL,23,28.7
1004,1998-99,Dennis Scott,192,MIN,36,20.6
1005,1998-99,Derek Anderson,1507,CLE,38,25.8
1006,1998-99,Derek Fisher,965,LAL,50,22.6
1007,1998-99,Derek Harper,157,LAL,45,24.9
1008,1998-99,Derek Strong,400,ORL,44,15.9
1009,1998-99,Derrick Coleman,934,CHH,37,31.9
1010,1998-99,Derrick McKey,365,IND,13,18.8
1011,1998-99,Detlef Schrempf,96,SEA,50,35.3
1012,1998-99,Dickey Simpkins,54,CHI,50,29.0
